Track Name,Artist,Artist URI,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Type,Track ID,Uri,Track_href,Analysis_url,Duration_ms,Time_signature,Lyrics
THATS WHAT I WANT,Lil Nas X,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,74,lgbtq+ hip hop,143901,2021-09-17,82,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,audio_features,0e8nrvls4Qqv5Rfa2UhqmO,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/tracks/0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/audio-analysis/0e8nrvls4Qqv5Rfa2UhqmO,143901,4,"One, two, three, four

Need a boy who can cuddle with me all night
Keep me warm, love me long, be my sunlight
Tell me lies, we can argue, we can fight
Yeah, we did it before, but we'll do it tonight

An afro, black boy with the gold teeth
With dark skin, looking at me like he know me
I wonder if he got the G or the B
Let me find out and see, coming over to me, yeah

These days, I'm way too lonely
I'm missing out, I know
These days, I'm way too alone
And I'm known for giving love away, but
"
Rumors (feat. Cardi B),Lizzo,spotify:artist:56oDRnqbIiwx4mymNEv7dS,71,"escape room, minnesota hip hop, pop, trap queen",172832,2021-08-13,66,0.827,0.731,4,-5.524,0,0.088,0.13,0.0,0.418,0.607,118.992,audio_features,6KgtcmCF9Ky68XC7ezxl3s,spotify:track:6KgtcmCF9Ky68XC7ezxl3s,https://api.spotify.com/v1/tracks/6KgtcmCF9Ky68XC7ezxl3s,https://api.spotify.com/v1/audio-analysis/6KgtcmCF9Ky68XC7ezxl3s,172833,4,"They don't know, I do it for the culture, Goddamn
They say I should watch the shit I post, oh, Goddamn
Say I'm turning big girls into hoes, oh, Goddamn
They say I get groupies at my shows, oh, Goddamn

All the rumors are true, yeah
What you heard, that's true, yeah
I - him and you, yeah
If you believe I do that
Had to cut some hoes loose, yeah
NDA, no loose lips
Now them hoes tryna sue me
Bitch, I don't give two shits

All the rumors are true, yeah
I've been in the bamboo, yeah
Focused on this music
My ex-man, he blew it
Last year, I thought I would lose it
Reading shit on the internet
My smoothie cleanse and my diet
No, I ain't smashed Drake yet

Spending all your time tryna break a woman down
Realer shit is going on, baby, take a look around
If you thought that I was ratchet with my ass hanging out
"
Skate,Bruno Mars,spotify:artist:0du5cEVh5yTK9QJze8zA0C,87,"dance pop, pop",203122,2021-07-30,1,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,audio_features,2sXf2JdbB2GlNju00kw9WE,spotify:track:2sXf2JdbB2GlNju00kw9WE,https://api.spotify.com/v1/tracks/2sXf2JdbB2GlNju00kw9WE,https://api.spotify.com/v1/audio-analysis/2sXf2JdbB2GlNju00kw9WE,203123,4,"Oh my, oh my

In a room full of dimes, you would be a hundred dollars
If being fine was a crime, girl, they'd lock your lil' fine ass up in a tower
The way you move like you do, ooh, it's like you do it for a living
Do a lil' spin, do it again, shit
Look like you playing for the win, oh, baby

I'm tryna roll, I'm tryna ride
I'm tryna float, I'm tryna glide
No-no, don't be shy, just take my hand and hold on tight

Oh, skate to me, baby (skate)
Slide your way on over (slide your way on over)
Oh, skate to me, baby (skate)
Uh, I wanna get to know ya (I wanna get to know ya)
Come on
Oh my, oh my
"
t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,spotify:artist:3rWZHrfrsPBxVy692yAIxF,69,"afrofuturism, pop, post-teen pop, pov: indie",168030,2021-04-27,64,0.39,0.83,11,-5.201,0,0.0563,0.0021,0.0,0.156,0.191,90.021,audio_features,1QL7nSDZCwZMnbisV4KOXt,spotify:track:1QL7nSDZCwZMnbisV4KOXt,https://api.spotify.com/v1/tracks/1QL7nSDZCwZMnbisV4KOXt,https://api.spotify.com/v1/audio-analysis/1QL7nSDZCwZMnbisV4KOXt,168030,4,"One, two, three, four

I don't fucking know if it's a lie or it's a fact
All your little fake friends will sell your secrets for some cash
Smile in my face, then put your cig' out on my back
If you ever see me, just get to runnin' like The Flash

I knew a boy just like you
He's a snake, just like you
Such a fake, just like you
But I can see the truth

Transparent soul
I can see right through, just so you know
Transparent soul
"
Cold Heart - PNAU Remix,Elton John,spotify:artist:3PhoLpVuITZKcymswpck5b,82,"glam rock, mellow gold, piano rock, rock",202735,2021-08-13,84,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,audio_features,6zSpb8dQRaw0M1dK8PBwQz,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,https://api.spotify.com/v1/tracks/6zSpb8dQRaw0M1dK8PBwQz,https://api.spotify.com/v1/audio-analysis/6zSpb8dQRaw0M1dK8PBwQz,202735,4,"(Oh)

(You're my cold heart)
(Oh)

It's a human sign
When things go wrong
When the scent of her lingers
And temptation's strong

Cold, cold heart
Hard done by you
Some things looking better, baby
Just passing through (oh, no, no, no, no)

And I think it's gonna be a long, long time
'Til touchdown brings me 'round again to find
I'm not the man they think I am at home
"
Leave Before You Love Me (with Jonas Brothers),Marshmello,spotify:artist:64KEffDW9EtZ1y2vBYgq8T,83,"brostep, edm, pop, progressive electro house",154983,2021-05-21,84,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,audio_features,4qu63nuBpdn0qHUHuObEj1,spotify:track:4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/tracks/4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/audio-analysis/4qu63nuBpdn0qHUHuObEj1,154983,4,"I see you calling
I didn't wanna leave you like that
It's five in the morning, yeah, yeah
A hundred on the dash

'Cause my wheels are rolling
Ain't taking my foot off the gas
And it only took the one night
To see the end of the line
Staring deep in your eyes, eyes

Dancing on the edge, 'bout to take it too far
It's messing with my head, how I mess with your heart
If you wake up in your bed, alone in the dark
I'm sorry, gotta leave before you love me

"
Girl From Rio,Anitta,spotify:artist:7FNnA9vBm6EKceENgCGRMb,77,"funk pop, funk rj, pagode baiano, pop, pop nacional",194421,2021-04-29,59,0.692,0.639,0,-6.717,1,0.0352,0.00727,0.0,0.199,0.733,140.059,audio_features,2plRom0urixt6BE8t7kOhQ,spotify:track:2plRom0urixt6BE8t7kOhQ,https://api.spotify.com/v1/tracks/2plRom0urixt6BE8t7kOhQ,https://api.spotify.com/v1/audio-analysis/2plRom0urixt6BE8t7kOhQ,194422,4,"Hot girls, where I'm from, we don't look like models
Tan lines, big curves, and the energy glows
You'll be falling in love with the girl from Rio (yeah, yeah, yeah)

Let me tell you 'bout a different Rio (yeah)
The one I'm from, but not the one that you know
The one you meet when you don't have no real
Baby, it's my love affair, it's my love affair, yeah

Just found out I have another brother
Same daddy, but a different mother
This was something that I always wanted
Baby, it's a love affair, it's a love affair, yeah (yeah, yeah, yeah)

Oh-woah
I got it, I got it, I got it, I got it, it runs in my blood, oh
I love it, I love it, I love it, I love it, you already know, oh
A dime, a dozen, I'm lucky, I'm lucky, I'm lucky, I know, oh
It's my love affair, yeah (hit it, whip, fade)

Hot girls, where I'm from, we don't look like models
"
Arcade (feat. FLETCHER),Duncan Laurence,spotify:artist:3klZnJvYGIbWritVwQD434,65,dutch pop,187453,2020-11-27,67,0.446,0.395,0,-9.328,1,0.0365,0.815,0.00216,0.128,0.267,71.944,audio_features,4Ld4kbKo1eOzToQ0P8JA0V,spotify:track:4Ld4kbKo1eOzToQ0P8JA0V,https://api.spotify.com/v1/tracks/4Ld4kbKo1eOzToQ0P8JA0V,https://api.spotify.com/v1/audio-analysis/4Ld4kbKo1eOzToQ0P8JA0V,187453,3,"A broken heart is all that's left
I'm still fixing all the cracks
Lost a couple of pieces when
I carried it, carried it, carried it home

I'm afraid of all I am
My mind feels like a foreign land
Silence ringing inside my head
Please, carry me, carry me, carry me home

I've spent all of the love I saved
We were always a losing game
Small-town boy in a big arcade
I got addicted to a losing game
"
Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,81,"canadian pop, pop, viral pop",184104,2021-08-20,75,0.776,0.808,11,-4.501,1,0.117,0.0297,0.000127,0.103,0.494,123.988,audio_features,0z8hI3OPS8ADPWtoCjjLl6,spotify:track:0z8hI3OPS8ADPWtoCjjLl6,https://api.spotify.com/v1/tracks/0z8hI3OPS8ADPWtoCjjLl6,https://api.spotify.com/v1/audio-analysis/0z8hI3OPS8ADPWtoCjjLl6,184104,4,"Kisses on your body were like heaven, we were taking it slow

Tangled in the sheets until the evening, there was nowhere to go, yeah

We were in a daze learning each other's shapes
Tracing shadows of rain down your back, oh-oh
Kisses on your body in my memory, baby, nothing comes close

It was the summer of love
A delicate daydream
And for a couple of months
It felt like we were 18, yeah

It was the summer of love
La-la-love
La-la-love, yeah
It was the summer of
La-la-love
La-la-love

Meditation and tequila
Calling you my señorita
"
Meet Me At Our Spot,THE ANXIETY,spotify:artist:64H8UqGLbJFHwKtGxiV8OP,57,modern alternative pop,162680,2020-03-13,78,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,audio_features,07MDkzWARZaLEdKxo6yArG,spotify:track:07MDkzWARZaLEdKxo6yArG,https://api.spotify.com/v1/tracks/07MDkzWARZaLEdKxo6yArG,https://api.spotify.com/v1/audio-analysis/07MDkzWARZaLEdKxo6yArG,162680,4,"When I wake up
I can't even stay up
I slept through the day, fuck
I'm not getting younger
But when I'm older
I'll be so much stronger
I'll stay up for longer
Meet me at our spot

Caught a vibe (woo, woo)
Baby, are you coming for the ride? (The ride, the ride, the ride)
I just wanna look into your eyes (your eyes, your eyes)
I just wanna stay for the night, night, night
When we take a drive (woo, woo)
Maybe we can hit the 405
Hypnotized by the lights
Man, this must be the life

"
Life Goes On,Oliver Tree,spotify:artist:6TLwD7HPWuiOzvXEa3oCNe,71,alternative hip hop,161803,2021-05-28,76,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,audio_features,0eu4C55hL6x29mmeAjytzC,spotify:track:0eu4C55hL6x29mmeAjytzC,https://api.spotify.com/v1/tracks/0eu4C55hL6x29mmeAjytzC,https://api.spotify.com/v1/audio-analysis/0eu4C55hL6x29mmeAjytzC,161803,4,"Babe, you're too controlling
I'ma feed you to the wolves when you get nasty back at me
But baby, don't distract me
I'm a goner, I lost her
Like, why the hell you wanna play me that way?
You're bad, babe, you double-faced entendre

Life goes on, and on, and on, and on, and on, and
On, and on, and on
On, and on, and on, and on, and on, and
On and on and on
On, and on, and on, and on, and on, and
On, and on, and on
"
Dick (feat. Doja Cat),StarBoi3,spotify:artist:2WgfkM8S11vg4kxLgDY3F5,49,viral rap,175238,2021-04-23,70,0.647,0.608,9,-6.831,1,0.42,0.13,0.0,0.0584,0.474,125.994,audio_features,3nY8AqaMNNHHLYV4380ol0,spotify:track:3nY8AqaMNNHHLYV4380ol0,https://api.spotify.com/v1/tracks/3nY8AqaMNNHHLYV4380ol0,https://api.spotify.com/v1/audio-analysis/3nY8AqaMNNHHLYV4380ol0,175238,4,"Dick, dick
Dick, dick
Dick, dick
Dick

She done made some plans with my dick, ayy
She going ham on my dick, ayy
Sitting on, stand on my dick, ayy
She going ham on my, she going ham on my
She going ham on my dick, ayy
She made some plans with my dick, ayy
Sitting on, stand on my dick, ayy
Using no hands on my dick, ayy

She made some plans on my dick tonight
She not with him tonight, she not with Jim tonight
She in the gym tonight
Workout in that pussy, ayy
I'm getting ripped tonight
R.I.P. that pussy, ayy
I'm going in tonight

She like to sit on the cock, ayy
She like to do it a lot, ayy
I make her scream for her mom, ayy
I make her scream for her pop', uh
And she got the ice, ice, baby
Suck the cock, cock
Got me like, ""I like it, like it""
"
Praise God,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,90,"chicago rap, hip hop, rap",226652,2021-08-29,78,0.798,0.545,1,-6.466,1,0.168,0.00904,9.48e-05,0.258,0.212,118.029,audio_features,0WSEq9Ko4kFPt8yo3ICd6T,spotify:track:0WSEq9Ko4kFPt8yo3ICd6T,https://api.spotify.com/v1/tracks/0WSEq9Ko4kFPt8yo3ICd6T,https://api.spotify.com/v1/audio-analysis/0WSEq9Ko4kFPt8yo3ICd6T,226653,4,"That she wrote, ""Speech to the Young: Speech to the Progress Toward""
Say to them, say to the down-keepers, the sun-slappers
The self-soilers, the harmony-hushers
Even if you are not ready for the day, it cannot always be night

Serve, flex, I do work (work), six, I'm like Mike
He's out of sight, woo, you done got me piped
Two-man like Ike, six out the spot (uh, uh)
Into the night

Yeah, I'm shaking the drop (drop)
I'm still up on top (aight)
I been had the bop (ooh-ooh)
The devil my opp, can't pay me to stop (It's lit)
My God at the top (La Flame)

We gon' praise our way out the grave, dawg
Living, speaking, praise God
Walking out the graveyard back to life
I serve, follow your worth, see with new sight, into the night (hey)

Yeah, this life I'm living (I'm living)
All the advice been tipped in (that thing)
Gave me that grip, no slipping (that grip)
Out of my mind, went tripping (my mind)
Tell me take two when I'm on one (I'm on)
That lookout like no one, kept it real tight like yo' son (yo' son)
"
Running Up That Hill (A Deal With God) - 2018 Remaster,Kate Bush,spotify:artist:1aSxMhuvixZ8h9dK9jIDwL,66,"art pop, art rock, baroque pop, new wave pop, permanent wave, piano rock, singer-songwriter",300840,1985-09-16,15,0.625,0.533,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,audio_features,29d0nY7TzCoi22XBqDQkiP,spotify:track:29d0nY7TzCoi22XBqDQkiP,https://api.spotify.com/v1/tracks/29d0nY7TzCoi22XBqDQkiP,https://api.spotify.com/v1/audio-analysis/29d0nY7TzCoi22XBqDQkiP,300840,4,"If I only could, I'd be running up that hill
If I only could, I'd be running up that hill
If I only could, I'd be running up that hill
If I only could

It doesn't hurt me
Do you want to feel how it feels?
Do you want to know, know that it doesn't hurt me?
Do you want to hear about the deal that I'm making?
You, it's you and me

And if I only could
I'd make a deal with God
And I'd get him to swap our places
Be running up that road
"
Glimpse of Us,Joji,spotify:artist:3MZsBdqDrRTJihTHQrO6Dq,78,viral pop,233456,2022-06-10,83,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,audio_features,6xGruZOHLs39ZbVccQTuPZ,spotify:track:6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/tracks/6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/audio-analysis/6xGruZOHLs39ZbVccQTuPZ,233456,3,"She'd take the world off my shoulders if it was ever hard to move
She'd turn the rain to a rainbow when I was living in the blue
Why then if she's so perfect, do I still wish that it was you?
Perfect don't mean that it's working, so what can I do? (Ooh)

When you're out of sight in my mind

'Cause sometimes I look in her eyes, and that's where I find a glimpse of us
And I try to fall for her touch, but I'm thinking of the way it was
Said, ""I'm fine"" and said, ""I moved on""
I'm only here passing time in her arms
"
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,spotify:artist:716NhGYqD1jl2wI1Qkgq36,83,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino",198937,2022-07-06,88,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,audio_features,2tTmW7RDtMQtBk7m2rYeSw,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/tracks/2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/audio-analysis/2tTmW7RDtMQtBk7m2rYeSw,198938,4,"(Perreamos toda la noche y nos dormimo' a las 10:00)

Llegué al club con el combo, rápido la vi lejos
Se pintaba lo' labios y la copa como espejo
Se acercó poco a poco y yo queriendo que me baile
Luego me dijo: ""vamos, que te enseño Buenos Aire'""

Y nos fuimos en una, empezamo' a la 1:00
Y con la nota, rápido nos dieron las 3:00
Perreamos toda la noche y nos dormimo' a las 10:00
Ando rezándole a Dios pa repetirlo otra ve'

Y nos fuimos en una, empezamo' a la 1:00
Y con la nota, rápido nos diеron las 3:00
Perreamos toda la nochе y nos dormimo' a las 10:00
Ando rezándole a Dios pa repetirlo otra ve' (eh-eh, eh-eh, eh-eh)

Dime, beba, fecha y hora y te paso a buscar
Yo le llego donde los demás tú sabes que no le llegan
Ruido de botellas de champán, de las copas al brindar
Pero solo escucho cómo late (eh-eh, eh-eh)
Mi corazón cuando veo ese cuerpo'e escaparate
"
Ghost,Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,88,"canadian pop, pop",153190,2021-03-19,88,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,audio_features,6I3mqTwhRpn34SLVafSH7G,spotify:track:6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/tracks/6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/audio-analysis/6I3mqTwhRpn34SLVafSH7G,153190,4,"Young blood thinks there's always tomorrow

I miss your touch on nights when I'm hollow
I know you crossed a bridge that I can't follow

Since the love that you left is all that I get, I want you to know that

If I can't be close to you, I'll settle for the ghost of you
I miss you more than life (more than life)
And if you can't be next to me, your memory is ecstasy
"
Me Porto Bonito,Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,95,"reggaeton, trap latino, urbano latino",178567,2022-05-06,89,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,audio_features,6Sq7ltF9Qa7SNFBsV5Cogx,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/tracks/6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/audio-analysis/6Sq7ltF9Qa7SNFBsV5Cogx,178567,4,"Yeh-yeh-yeh-yeh-yeh-yeh, ey

En la guagua se quedó el olor de tu perfume
Tú ere' una bellaca, yo soy un bellaco, eso e'lo que no' une
Ella sabe que está buenota y no la presumen
Si yo fuera tu gato, subiera una foto lo' vierne' y lo' lune' (so)

Pa que to el mundo vea lo rica que tú está', que tú está'
Contigo tengo que apretar
Y en la calle ando suelto, pero por ti me quito
Si tú me lo pide', yo me porto bonito

Y subo un selfi pa que vean lo rica que tú está', que tú está'
Las otra' tienen que apretar
En la calle ando suelto, pero por ti me quito
Si tú me lo pide', yo me porto bonito (ey, ey)

Tú no ere' bebecita, tú ere' bebezota
"
DESPECHÁ,ROSALÍA,spotify:artist:7ltDVBr6mKbRvohxheJ9h1,78,"pop, r&b en espanol",157017,2022-07-28,80,0.919,0.623,7,-6.521,1,0.0992,0.184,1.63e-05,0.0609,0.775,130.037,audio_features,5ildQOEKmJuWGl2vRkFdYc,spotify:track:5ildQOEKmJuWGl2vRkFdYc,https://api.spotify.com/v1/tracks/5ildQOEKmJuWGl2vRkFdYc,https://api.spotify.com/v1/audio-analysis/5ildQOEKmJuWGl2vRkFdYc,157018,4,"Yeah-yeah
Yeah-yeah
Mmm

Baby, no me llame'
Que yo estoy ocupá' olvidando tus male'
Ya decidí que esta noche se sale
Con toda' mis motomami', con toda' mis gyale'

Y ando despechá', oah, alocá'
Bajé con un flow nuevo de caja, baby, hackeá'
Lo muevo de la'o a la'o y a otro la'o
Hoy salgo con mi baby de la disco coroná'
Y ando despechá', oah, alocá'
Que Dios me libre de volver a tu la'o
Lo muevo de la'o a la'o y a otro la'o
Hoy salgo con mi baby de la disco coroná', coroná', yeah

Voy con la falda (ah), aro' y cadena' (eh)
Piña colada (sí), no tengo pena (no)
'Toy con la Fefa (wuh), ella es la jefa (sí)
"
Under The Influence,Chris Brown,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,86,"r&b, rap",184613,2019-10-04,87,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,audio_features,5IgjP7X4th6nMNDh4akUHb,spotify:track:5IgjP7X4th6nMNDh4akUHb,https://api.spotify.com/v1/tracks/5IgjP7X4th6nMNDh4akUHb,https://api.spotify.com/v1/audio-analysis/5IgjP7X4th6nMNDh4akUHb,184613,4,"Kiddo, Kiddo
K-Kiddominant on the beat, better run it back

Fuckin' Robitussin
I don't know why this shit got me lazy right now, yeah
Can't do Percocets or Molly
I'm turnin' one, tryna live it up here right, right, right

Baby, you can
Ride it, ooh yeah
Bring it over to my place
And you be like, ""Baby, who cares?""
But I know you care
Bring it over to my place

You don't know what you did, did to me
Your body lightweight, speaks to me
"
Boyfriend,Dove Cameron,spotify:artist:2W8yFh0Ga6Yf3jiayVxwkE,70,pop,153000,2022-02-11,81,0.345,0.612,7,-6.543,0,0.0608,0.232,0.0,0.194,0.232,179.773,audio_features,59CfNbkERJ3NoTXDvoURjj,spotify:track:59CfNbkERJ3NoTXDvoURjj,https://api.spotify.com/v1/tracks/59CfNbkERJ3NoTXDvoURjj,https://api.spotify.com/v1/audio-analysis/59CfNbkERJ3NoTXDvoURjj,153000,3,"I can't believe we're finally alone
I can't believe I almost went home
What are the chances? Everyone's dancing
And he's not with you

The universe must have divined this
What am I gonna do? Not grab your wrist?

I could be a better boyfriend than him
I could do the shit that he never did
Up all night, I won't quit
Thinking I'm gonna steal you from him
I could be such a gentleman
Plus all my clothes would fit

I could be a better boyfriend

I don't need to tell you twice
"
Lavender Haze,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,100,pop,202395,2022-10-21,84,0.733,0.436,10,-10.489,1,0.08,0.258,0.000573,0.157,0.0976,96.985,audio_features,5jQI2r1RdgtuT8S3iG8zFC,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,https://api.spotify.com/v1/tracks/5jQI2r1RdgtuT8S3iG8zFC,https://api.spotify.com/v1/audio-analysis/5jQI2r1RdgtuT8S3iG8zFC,202396,4,"Staring at the ceiling with you
Oh, you don't ever say too much
And you don't really read into
My melancholia

I've been under scrutiny (yeah)
You handle it beautifully (you)
All this shit is new to me (yeah)
(New to me, new to me, new to me, new to me)

I've been under scrutiny
You handle it beautifully
All this shit is new to me
(New to me, new to me, new to me)

I feel the lavender haze creeping up on me
Surreal
(New to me, new to me, new to me, new to me)
No deal, the 1950s shite they want from me
I just wanna stay in that lavender haze

(All this shit is new to me)
(New to me, new to me, new to me, new to me)
(New to me, new to me, new to me, new to me)
(New to me, new to me, new to me, new to me)
"
Envolver,Anitta,spotify:artist:7FNnA9vBm6EKceENgCGRMb,77,"funk pop, funk rj, pagode baiano, pop, pop nacional",193805,2021-11-11,75,0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,audio_features,3IAfUEeaXRX9s9UdKOJrFI,spotify:track:3IAfUEeaXRX9s9UdKOJrFI,https://api.spotify.com/v1/tracks/3IAfUEeaXRX9s9UdKOJrFI,https://api.spotify.com/v1/audio-analysis/3IAfUEeaXRX9s9UdKOJrFI,193806,4,"Dime cómo hacemos
Si tú me desea' y yo a ti también
Hace rato te quiero comer
Di qué vas a hacer

Así que ponme un dembow, que ese no respeta
Tengo pa ti la combi completa
Que no duro mucho soltera
Aprovéchame

Y no te voy a envolver
Sé que lo hacemo' y tú vas a volver (volver)
Un perreíto en la pared
Yo soy un caso que hay que resolver
Pero no te voy a envolver
Sé que lo hacеmo' y tú vas a volver (volver)
Un perreíto pa bеllaquear
Pegaíto a la pared (pegaíto a la pared)

Botelleo y fumeteo
Contigo en un capsuleo
Porque siempre que te veo
Tú me quiere' perrear y yo quiero partirte

Cógelo a chiste
Y en cinco minuto' ya vas a venirte
"
I Ain't Worried,OneRepublic,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,81,"piano rock, pop",148485,2022-05-13,90,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,audio_features,4h9wh7iOZ0GGn8QVp4RAOB,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/tracks/4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/audio-analysis/4h9wh7iOZ0GGn8QVp4RAOB,148486,4,"I don't know what you've been told
But time is running out, no need to take it slow
I'm stepping to you toe-to-toe
I should be scared, honey, maybe so

But I ain't worried 'bout it right now (right now)
Keeping dreams alive (hey!), 1999, heroes
I ain't worried 'bout it right now (right now)
Swimmin' in the floods (hey!), dancing on the clouds below
I ain't worried 'bout it

I ain't worried 'bout it
Hey!

I don't know what you've been told
But time is running out, so spend it like it's gold
I'm living like I'm nine-zeros
"
Left and Right (Feat. Jung Kook of BTS),Charlie Puth,spotify:artist:6VuMaDnrHyPL1p4EHjYLi7,79,"pop, viral pop",154486,2022-06-24,78,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,audio_features,0mBP9X2gPCuapvpZ7TGDk3,spotify:track:0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/tracks/0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/audio-analysis/0mBP9X2gPCuapvpZ7TGDk3,154487,4,"Memories follow me left and right
I can feel you over here, I can feel you over here
You take up every corner of my mind (what ya gon' do now?)

Ever since the-the day you you ran away (no, I don't know how)
How to erase your body from out my brain (what ya gon' do now?)
Maybe I should just focus on me instead (you're all I think about)
All the nights we were tangled up in your bed

Oh, no (oh, no) oh, no (oh, no)
You're going 'round in circles
Got you stuck up in my head, yeah

Memories follow me left and right
I can feel you over here, I can feel you over here
You take up every corner of my mind
Your love stays with me day and night
"
Bam Bam (feat. Ed Sheeran),Camila Cabello,spotify:artist:4nDoRrQiYLoBzwC5BhVJzF,78,"dance pop, pop",206070,2022-04-07,76,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,audio_features,2DB4DdfCFMw1iaR6JaR03a,spotify:track:2DB4DdfCFMw1iaR6JaR03a,https://api.spotify.com/v1/tracks/2DB4DdfCFMw1iaR6JaR03a,https://api.spotify.com/v1/audio-analysis/2DB4DdfCFMw1iaR6JaR03a,206071,4,"You said you hated the ocean, but you're surfing now
I said I'd love you for life, but I just sold our house
We were kids at the start, I guess we're grown ups now (mmm)
Couldn't ever imagine even having doubts
But, not everything works out, no

Now I'm out dancing with strangers
You could be casually dating
Damn, it's all changing so fast

Así es la vida, sí
Yeah, that's just life, baby
Yeah, love came around and it knocked me down
But I'm back on my feet
Así es la vida, sí
Yeah, that's just life, baby
I was barely standing, but now I'm dancing
He's all over me (goza)

Ba-da, bam-bam-bam-bam, bam-bam
Ba-da, bam-bam-bam-bam, bam-bam
Ba-da, bam-bam-bam-bam, bam-bam
Ba-da, bam-bam-bam-bam (así es la vida)
Ba-da, bam-bam-bam-bam, bam-bam (uh-huh)
Ba-da, bam-bam-bam-bam, bam-bam (uh-huh)
Ba-da, bam-bam-bam-bam, bam-bam (uh-huh)
Ba-da, bam-bam-bam-bam

It's been a hell of a year, thank God we made it out
"
MIDDLE OF THE NIGHT,Elley Duhé,spotify:artist:67MNhiAICFY6Pwc2YxCO0K,73,alt z,184447,2020-01-10,83,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,audio_features,58HvfVOeJY7lUuCqF0m3ly,spotify:track:58HvfVOeJY7lUuCqF0m3ly,https://api.spotify.com/v1/tracks/58HvfVOeJY7lUuCqF0m3ly,https://api.spotify.com/v1/audio-analysis/58HvfVOeJY7lUuCqF0m3ly,184448,3,"I summoned you, please come to me
Don't bury thoughts that you really want
I fill you up, drink from my cup
Within me lies what you really want

Come, lay me down
'Cause you know this
'Cause you know this sound

In the middle of the night
In the middle of the night
Just call my name, I'm yours to tame
In the middle of the night
In the middle of the night
I'm wide awake, I crave your taste
All night long 'til morning comes
I'm getting what is mine
You gon' get yours, oh, no, ooh-ooh
In the middle of the night
"
